INVENTORY_YEAR,INVENTORY_MONTH,PRODUCT_NUMBER,INVENTORY_COUNT
2022,3,64,7963,
2022,3,65,3884,
2022,3,66,962,
2022,3,67,2104,
2022,3,68,2884,
2022,3,69,1723,
2022,3,70,1843,
2022,3,71,2109,
2022,3,72,2249,
2022,3,73,6168,
2022,3,74,8070,
2022,3,75,4240,
2022,3,76,7916,
2022,3,77,4694,
2022,3,78,835,
2022,3,79,789,
2022,3,80,2117,
2022,3,81,1493,
2022,3,82,3751,
2022,3,83,2850,
2022,3,84,1213,
2022,3,85,1966,
2022,3,86,12276,
2022,3,87,20075,
2022,3,88,16376,
2022,3,89,14846,
2022,3,90,23832,
2022,3,91,11486,
2022,3,92,5125,
2022,3,93,16652,
2022,3,94,20072,
2022,3,95,15926,
2022,3,96,2018,
2022,3,97,1543,
2022,3,98,7839,
2022,3,99,5913,
2022,3,100,4110,
2022,3,101,1633,
2022,3,102,1226,
2022,3,103,814,
2022,3,104,1371,
2022,3,105,1151,
2022,3,106,1107,
2022,3,107,1255,
2022,3,108,1420,
2022,3,109,5679,
2022,3,110,1359,
2022,3,111,902,
2022,3,112,5380,
2022,3,113,8359,
2022,3,114,942,
2022,3,115,5426,
2022,4,1,6465,
2022,4,2,9038,
2022,4,3,5552,
2022,4,4,10456,
2022,4,5,2082,
2022,4,6,1390,
2022,4,7,3711,
2022,4,8,3429,
2022,4,9,3319,
2022,4,10,5168,
2022,4,11,876,
2022,4,12,1468,
2022,4,13,1362,
2022,4,14,3438,
2022,4,15,1392,
2022,4,16,50294,
2022,4,17,4256,
2022,4,18,3708,
2022,4,19,4673,
2022,4,20,2615,
2022,4,21,5279,
2022,4,22,1175,
2022,4,23,1613,
2022,4,24,4390,
2022,4,25,4145,
2022,4,26,3366,
2022,4,27,2954,
2022,4,28,3989,
2022,4,29,6966,
2022,4,30,5516,
2022,4,31,8092,
2022,4,32,15931,
2022,4,33,16111,
2022,4,34,17156,
2022,4,35,10661,
2022,4,36,14517,
2022,4,37,6783,
2022,4,38,4015,
2022,4,39,7196,
2022,4,40,9508,
2022,4,41,4901,
2022,4,42,3573,
2022,4,43,6941,
2022,4,44,5560,
2022,4,45,2442,
2022,4,46,3118,
2022,4,47,7551,
2022,4,48,2396,
2022,4,49,1982,
2022,4,50,37803,
2022,4,51,11552,
2022,4,52,6092,
2022,4,53,7244,
2022,4,54,10599,
2022,4,55,7582,
2022,4,56,18196,
2022,4,57,2947,
2022,4,58,3437,
2022,4,59,1537,
2022,4,60,11105,
2022,4,61,9235,
2022,4,62,6006,
2022,4,63,3559,
2022,4,64,7387,
2022,4,65,3404,
2022,4,66,1082,
2022,4,67,1970,
2022,4,68,2730,
2022,4,69,1649,
2022,4,70,1883,
2022,4,71,2173,
2022,4,72,2391,
2022,4,73,7048,
2022,4,74,8708,
2022,4,75,3936,
2022,4,76,7680,
2022,4,77,4762,
2022,4,78,717,
2022,4,79,679,
2022,4,80,1929,
2022,4,81,1525,
2022,4,82,3439,
2022,4,83,2488,
2022,4,84,1167,
2022,4,85,1966,
2022,4,86,11284,
2022,4,87,18909,
2022,4,88,14238,
2022,4,89,14040,
2022,4,90,21840,
2022,4,91,10616,
2022,4,92,4853,
2022,4,93,15402,
2022,4,94,18100,
2022,4,95,14476,
2022,4,96,2312,
2022,4,97,1473,
2022,4,98,7585,
2022,4,99,5629,
2022,4,100,3556,
2022,4,101,1585,
2022,4,102,1080,
2022,4,103,1232,
2022,4,104,1267,
2022,4,105,855,
2022,4,106,977,
2022,4,107,1323,
2022,4,108,1346,
2022,4,109,4941,
2022,4,110,1675,
2022,4,111,996,
2022,4,112,4350,
2022,4,113,7427,
2022,4,114,840,
2022,4,115,4156,
2022,5,1,7425,
2022,5,2,7656,
2022,5,3,4824,
2022,5,4,9696,
2022,5,5,1258,
2022,5,6,1254,
2022,5,7,3519,
2022,5,8,2813,
2022,5,9,3027,
2022,5,10,4964,
2022,5,11,1022,
2022,5,12,2114,
2022,5,13,1970,
2022,5,14,3518,
2022,5,15,1694,
2022,5,16,48282,
2022,5,17,4706,
2022,5,18,3750,
2022,5,19,5053,
2022,5,20,2379,
2022,5,21,5009,
2022,5,22,1057,
2022,5,23,1475,
2022,5,24,4826,
2022,5,25,4565,
2022,5,26,3564,
2022,5,27,3148,
2022,5,28,4309,
2022,5,29,6544,
2022,5,30,5180,
2022,5,31,7664,
2022,5,32,14241,
2022,5,33,22117,
2022,5,34,16394,
2022,5,35,10331,
2022,5,36,13107,
2022,5,37,6485,
2022,5,38,3527,
2022,5,39,6912,
2022,5,40,8278,
2022,5,41,4383,
2022,5,42,3589,
2022,5,43,6939,
2022,5,44,5434,
2022,5,45,2562,
2022,5,46,3182,
2022,5,47,7765,
2022,5,48,2398,
2022,5,49,1832,
2022,5,50,36069,
2022,5,51,11744,
2022,5,52,6484,
2022,5,53,7708,
2022,5,54,10979,
2022,5,55,7980,
2022,5,56,17696,
2022,5,57,3279,
2022,5,58,3373,
2022,5,59,1541,
2022,5,60,12937,
2022,5,61,9981,
2022,5,62,6650,
2022,5,63,4081,
2022,5,64,8979,
2022,5,65,3716,
2022,5,66,1174,
2022,5,67,2354,
2022,5,68,3426,
2022,5,69,1581,
2022,5,70,1919,
2022,5,71,2461,
2022,5,72,2793,
2022,5,73,7804,
2022,5,74,10228,
2022,5,75,4726,
2022,5,76,8128,
2022,5,77,4936,
2022,5,78,693,
2022,5,79,787,
2022,5,80,2039,
2022,5,81,1625,
2022,5,82,4171,
2022,5,83,2698,
2022,5,84,1239,
2022,5,85,2262,
2022,5,86,10440,
2022,5,87,18113,
2022,5,88,13162,
2022,5,89,13182,
2022,5,90,21282,
2022,5,91,9850,
2022,5,92,4697,
2022,5,93,14336,
2022,5,94,16234,
2022,5,95,13420,
2022,5,96,2244,
2022,5,97,1409,
2022,5,98,7073,
2022,5,99,5163,
2022,5,100,5964,
2022,5,101,1735,
2022,5,102,1036,
2022,5,103,1140,
2022,5,104,1211,
2022,5,105,871,
2022,5,106,1043,
2022,5,107,1213,
2022,5,108,1288,
2022,5,109,4567,
2022,5,110,1359,
2022,5,111,870,
2022,5,112,4088,
2022,5,113,7017,
2022,5,114,782,
2022,5,115,3902,
2022,6,1,8169,
2022,6,2,7104,
2022,6,3,7392,
2022,6,4,13438,
2022,6,5,2486,
2022,6,6,1186,
2022,6,7,3199,
2022,6,8,1945,
2022,6,9,2491,
2022,6,10,9512,
2022,6,11,1008,
2022,6,12,2030,
2022,6,13,1694,
2022,6,14,3670,
2022,6,15,1768,
2022,6,16,46480,
2022,6,17,4478,
2022,6,18,3862,
2022,6,19,4931,
2022,6,20,1913,
2022,6,21,4707,
2022,6,22,1923,
2022,6,23,1367,
2022,6,24,4876,
2022,6,25,4893,
2022,6,26,3638,
2022,6,27,3198,
2022,6,28,4429,
2022,6,29,8438,
2022,6,30,4872,
2022,6,31,9958,
2022,6,32,20299,
2022,6,33,20637,
2022,6,34,23446,
2022,6,35,12651,
2022,6,36,11617,
2022,6,37,5829,
2022,6,38,2759,
2022,6,39,6048,
2022,6,40,14134,
2022,6,41,7595,
2022,6,42,3551,
2022,6,43,6843,
2022,6,44,5972,
2022,6,45,2586,
2022,6,46,3202,
2022,6,47,7547,
2022,6,48,2536,
2022,6,49,1712,
2022,6,50,42387,
2022,6,51,11320,
2022,6,52,6606,
2022,6,53,7748,
2022,6,54,11373,
2022,6,55,8202,
2022,6,56,17180,
2022,6,57,3265,
2022,6,58,3451,
2022,6,59,1563,
2022,6,60,11871,
2022,6,61,10327,
2022,6,62,6426,
2022,6,63,3979,
2022,6,64,9577,
2022,6,65,3746,
2022,6,66,1158,
2022,6,67,2578,
2022,6,68,3662,
2022,6,69,1489,
2022,6,70,2055,
2022,6,71,2623,
2022,6,72,2869,
2022,6,73,8374,
2022,6,74,10892,
2022,6,75,4150,
2022,6,76,7512,
2022,6,77,4752,
2022,6,78,999,
2022,6,79,865,
2022,6,80,1851,
2022,6,81,1631,
2022,6,82,4605,
2022,6,83,2788,
2022,6,84,1361,
2022,6,85,2116,
2022,6,86,8764,
2022,6,87,17117,
2022,6,88,10844,
2022,6,89,12466,
2022,6,90,19256,
2022,6,91,8910,
2022,6,92,4381,
2022,6,93,13318,
2022,6,94,14720,
2022,6,95,12144,
2022,6,96,2060,
2022,6,97,1361,
2022,6,98,6667,
2022,6,99,4565,
2022,6,100,5276,
2022,6,101,1791,
2022,6,102,1084,
2022,6,103,1086,
2022,6,104,1129,
2022,6,105,991,
2022,6,106,1007,
2022,6,107,1153,
2022,6,108,1192,
2022,6,109,4197,
2022,6,110,1807,
2022,6,111,1052,
2022,6,112,3696,
2022,6,113,6381,
2022,6,114,734,
2022,6,115,3342,
2022,7,1,9139,
2022,7,2,10506,
2022,7,3,6182,
2022,7,4,12312,
2022,7,5,2068,
2022,7,6,2008,
2022,7,7,2981,
2022,7,8,1685,
2022,7,9,2181,
2022,7,10,8956,
2022,7,11,1018,
2022,7,12,2384,
2022,7,13,2158,
2022,7,14,3860,
2022,7,15,1904,
2022,7,16,45040,
2022,7,17,4594,
2022,7,18,4516,
2022,7,19,5337,
2022,7,20,1555,
2022,7,21,4377,
2022,7,22,1747,
2022,7,23,1891,
2022,7,24,5000,
2022,7,25,4775,
2022,7,26,4044,
2022,7,27,3576,
2022,7,28,4345,
2022,7,29,7822,
2022,7,30,4220,
2022,7,31,9390,
2022,7,32,18377,
2022,7,33,19031,
2022,7,34,22200,
2022,7,35,11641,
2022,7,36,15631,
2022,7,37,7759,
2022,7,38,4719,
2022,7,39,9138,
2022,7,40,13154,
2022,7,41,7495,
2022,7,42,3739,
2022,7,43,7033,
2022,7,44,6516,
2022,7,45,2698,
2022,7,46,3388,
2022,7,47,7695,
2022,7,48,2698,
2022,7,49,1630,
2022,7,50,38997,
2022,7,51,11972,
2022,7,52,6970,
2022,7,53,8104,
2022,7,54,11793,
2022,7,55,8404,
2022,7,56,16664,
2022,7,57,3513,
2022,7,58,3629,
2022,7,59,1917,
2022,7,60,13311,
2022,7,61,10395,
2022,7,62,7352,
2022,7,63,4111,
2022,7,64,9507,
2022,7,65,3722,
2022,7,66,1298,
2022,7,67,2692,
2022,7,68,3892,
2022,7,69,1561,
2022,7,70,1945,
2022,7,71,2651,
2022,7,72,3259,
2022,7,73,8518,
2022,7,74,12192,
2022,7,75,4840,
2022,7,76,7774,
2022,7,77,5256,
2022,7,78,1231,
2022,7,79,1017,
2022,7,80,2205,
2022,7,81,1755,
2022,7,82,5327,
2022,7,83,3038,
2022,7,84,1669,
2022,7,85,2346,
2022,7,86,9326,
2022,7,87,17127,
2022,7,88,11062,
2022,7,89,12868,
2022,7,90,20688,
2022,7,91,10590,
2022,7,92,4841,
2022,7,93,16186,
2022,7,94,14714,
2022,7,95,11532,
2022,7,96,1928,
2022,7,97,1297,
2022,7,98,6871,
2022,7,99,4301,
2022,7,100,4868,
2022,7,101,1917,
2022,7,102,1180,
2022,7,103,1054,
2022,7,104,1107,
2022,7,105,1185,
2022,7,106,1069,
2022,7,107,1113,
2022,7,108,1152,
2022,7,109,3927,
2022,7,110,1509,
2022,7,111,966,
2022,7,112,3310,
2022,7,113,5861,
2022,7,114,702,
2022,7,115,2958,
2022,8,1,9173,
2022,8,2,9816,
2022,8,3,8656,
2022,8,4,11524,
2022,8,5,1556,
2022,8,6,1898,
2022,8,7,2601,
2022,8,8,5547,
2022,8,9,1785,
2022,8,10,8384,
2022,8,11,1188,
2022,8,12,2988,
2022,8,13,2578,
2022,8,14,4520,
2022,8,15,1890,
2022,8,16,43044,
2022,8,17,4900,
2022,8,18,4892,
2022,8,19,5719,
2022,8,20,3759,
2022,8,21,7537,
2022,8,22,1657,
2022,8,23,1817,
2022,8,24,5760,
2022,8,25,4937,
2022,8,26,4296,
2022,8,27,3680,
2022,8,28,4813,
2022,8,29,7258,
2022,8,30,6874,
2022,8,31,8954,
2022,8,32,17609,
2022,8,33,25053,
2022,8,34,20608,
2022,8,35,10971,
2022,8,36,15067,
2022,8,37,7031,
2022,8,38,4341,
2022,8,39,8396,
2022,8,40,11824,
2022,8,41,7123,
2022,8,42,4083,
2022,8,43,7497,
2022,8,44,7302,
2022,8,45,2808,
2022,8,46,3488,
2022,8,47,7823,
2022,8,48,2852,
2022,8,49,1806,
2022,8,50,37769,
2022,8,51,12278,
2022,8,52,7090,
2022,8,53,8432,
2022,8,54,12295,
2022,8,55,9034,
2022,8,56,16224,
2022,8,57,3725,
2022,8,58,3819,
2022,8,59,2161,
2022,8,60,12721,
2022,8,61,10793,
2022,8,62,8346,
2022,8,63,4307,
2022,8,64,10623,
2022,8,65,4046,
2022,8,66,1344,
2022,8,67,2538,
2022,8,68,4400,
2022,8,69,1607,
2022,8,70,2191,
2022,8,71,2889,
2022,8,72,3533,
2022,8,73,8710,
2022,8,74,14772,
2022,8,75,5290,
2022,8,76,7828,
2022,8,77,5284,
2022,8,78,1305,
2022,8,79,1323,
2022,8,80,2293,
2022,8,81,1881,
2022,8,82,5603,
2022,8,83,3348,
2022,8,84,1801,
2022,8,85,2442,
2022,8,86,8420,
2022,8,87,16175,
2022,8,88,10102,
2022,8,89,11294,
2022,8,90,19620,
2022,8,91,9964,
2022,8,92,4605,
2022,8,93,15148,
2022,8,94,13816,
2022,8,95,10068,
2022,8,96,1870,
2022,8,97,1297,
2022,8,98,6641,
2022,8,99,4037,
2022,8,100,4062,
2022,8,101,2137,
2022,8,102,1272,
2022,8,103,1016,
2022,8,104,1099,
2022,8,105,1429,
2022,8,106,1205,
2022,8,107,1103,
2022,8,108,1140,
2022,8,109,3797,
2022,8,110,2281,
2022,8,111,1246,
2022,8,112,3024,
2022,8,113,5721,
2022,8,114,688,
2022,8,115,6654,
2022,9,1,9663,
2022,9,2,9172,
2022,9,3,8248,
2022,9,4,14766,
2022,9,5,3128,
2022,9,6,1766,
2022,9,7,4545,
2022,9,8,4955,
2022,9,9,1571,
2022,9,10,7534,
2022,9,11,1324,
2022,9,12,3012,
2022,9,13,2886,
2022,9,14,4892,
2022,9,15,2082,
2022,9,16,41442,
2022,9,17,5286,
2022,9,18,4614,
2022,9,19,6255,
2022,9,20,3251,
2022,9,21,7087,
2022,9,22,1597,
2022,9,23,1801,
2022,9,24,6798,
2022,9,25,5145,
2022,9,26,4490,
2022,9,27,3888,
2022,9,28,4865,
2022,9,29,9310,
2022,9,30,6486,
2022,9,31,11916,
2022,9,32,22433,
2022,9,33,23843,
2022,9,34,27844,
2022,9,35,16057,
2022,9,36,14161,
2022,9,37,5883,
2022,9,38,3897,
2022,9,39,8196,
2022,9,40,9942,
2022,9,41,6749,
2022,9,42,4383,
2022,9,43,7509,
2022,9,44,7780,
2022,9,45,2886,
2022,9,46,3484,
2022,9,47,8025,
2022,9,48,3028,
2022,9,49,1692,
2022,9,50,44943,
2022,9,51,12218,
2022,9,52,7742,
2022,9,53,8638,
2022,9,54,12847,
2022,9,55,9532,
2022,9,56,15690,
2022,9,57,3953,
2022,9,58,4079,
2022,9,59,2471,
2022,9,60,14571,
2022,9,61,11107,
2022,9,62,8770,
2022,9,63,4281,
2022,9,64,10997,
2022,9,65,3958,
2022,9,66,1562,
2022,9,67,2720,
2022,9,68,4738,
2022,9,69,1629,
2022,9,70,2317,
2022,9,71,2869,
2022,9,72,3777,
2022,9,73,9008,
2022,9,74,17014,
2022,9,75,5690,
2022,9,76,8358,
2022,9,77,5268,
2022,9,78,1429,
2022,9,79,1579,
2022,9,80,2385,
2022,9,81,1947,
2022,9,82,5591,
2022,9,83,3700,
2022,9,84,1813,
2022,9,85,2534,
2022,9,86,6834,
2022,9,87,15449,
2022,9,88,9368,
2022,9,89,9912,
2022,9,90,18118,
2022,9,91,9436,
2022,9,92,4513,
2022,9,93,14292,
2022,9,94,12886,
2022,9,95,9480,
2022,9,96,1754,
2022,9,97,1271,
2022,9,98,6121,
2022,9,99,3781,
2022,9,100,3570,
2022,9,101,2145,
2022,9,102,1188,
2022,9,103,898,
2022,9,104,1049,
2022,9,105,1435,
2022,9,106,1271,
2022,9,107,1005,
2022,9,108,1104,
2022,9,109,3511,
2022,9,110,1773,
2022,9,111,1014,
2022,9,112,2108,
2022,9,113,5091,
2022,9,114,580,
2022,9,115,5634,
2022,10,1,7449,
2022,10,2,11364,
2022,10,3,9474,
2022,10,4,12234,
2022,10,5,2260,
2022,10,6,1384,
2022,10,7,3333,
2022,10,8,3671,
2022,10,9,3511,
2022,10,10,5934,
2022,10,11,1208,
2022,10,12,1684,
2022,10,13,2116,
2022,10,14,4180,
2022,10,15,1406,
2022,10,16,37920,
2022,10,17,4112,
2022,10,18,3652,
2022,10,19,4821,
2022,10,20,2407,
2022,10,21,6443,
2022,10,22,1147,
2022,10,23,2135,
2022,10,24,5962,
2022,10,25,4641,
2022,10,26,4172,
2022,10,27,3494,
2022,10,28,4279,
2022,10,29,7864,
2022,10,30,4968,
2022,10,31,9844,
2022,10,32,18453,
2022,10,33,19013,
2022,10,34,22976,
2022,10,35,13497,
2022,10,36,16133,
2022,10,37,6483,
2022,10,38,5165,
2022,10,39,10168,
2022,10,40,13974,
2022,10,41,5697,
2022,10,42,4049,
2022,10,43,6599,
2022,10,44,7512,
2022,10,45,2666,
2022,10,46,3254,
2022,10,47,7489,
2022,10,48,2862,
2022,10,49,1480,
2022,10,50,39485,
2022,10,51,10986,
2022,10,52,6932,
2022,10,53,7698,
2022,10,54,11959,
2022,10,55,7580,
2022,10,56,14400,
2022,10,57,3693,
2022,10,58,3857,
2022,10,59,2155,
2022,10,60,12999,
2022,10,61,8987,
2022,10,62,7284,
2022,10,63,4179,
2022,10,64,9843,
2022,10,65,3158,
2022,10,66,1194,
2022,10,67,1132,
2022,10,68,4088,
2022,10,69,1539,
2022,10,70,1895,
2022,10,71,2607,
2022,10,72,3493,
2022,10,73,7246,
2022,10,74,16064,
2022,10,75,3844,
2022,10,76,7722,
2022,10,77,4090,
2022,10,78,-345,
2022,10,79,997,
2022,10,80,1401,
2022,10,81,1425,
2022,10,82,3929,
2022,10,83,2724,
2022,10,84,1393,
2022,10,85,1406,
2022,10,86,5020,
2022,10,87,14939,
2022,10,88,8606,
2022,10,89,9106,
2022,10,90,17468,
2022,10,91,8744,
2022,10,92,4289,
2022,10,93,13300,
2022,10,94,11550,
2022,10,95,8942,
2022,10,96,1966,
2022,10,97,1211,
2022,10,98,5885,
2022,10,99,3539,
2022,10,100,2906,
2022,10,101,1997,
2022,10,102,1226,
2022,10,103,798,
2022,10,104,915,
2022,10,105,1235,
2022,10,106,1283,
2022,10,107,777,
2022,10,108,958,
2022,10,109,2615,
2022,10,110,2043,
2022,10,111,1146,
2022,10,112,1402,
2022,10,113,4191,
2022,10,114,440,
2022,10,115,4488,
2022,11,1,7595,
2022,11,2,10326,
2022,11,3,9020,
2022,11,4,11644,
2022,11,5,1958,
2022,11,6,1322,
2022,11,7,2905,
2022,11,8,3035,
2022,11,9,3397,
2022,11,10,5776,
2022,11,11,1030,
2022,11,12,2098,
2022,11,13,2538,
2022,11,14,4674,
2022,11,15,1622,
2022,11,16,37632,
2022,11,17,4338,
2022,11,18,4248,
2022,11,19,5537,
2022,11,20,2075,
2022,11,21,6191,
2022,11,22,963,
2022,11,23,2063,
2022,11,24,6872,
2022,11,25,4899,
2022,11,26,4410,
2022,11,27,3690,
2022,11,28,4533,
2022,11,29,7284,
2022,11,30,4792,
2022,11,31,9102,
2022,11,32,17597,
2022,11,33,24301,
2022,11,34,20946,
2022,11,35,11693,
2022,11,36,15589,
2022,11,37,6007,
2022,11,38,4821,
2022,11,39,9570,
2022,11,40,13204,
2022,11,41,5435,
2022,11,42,4371,
2022,11,43,7159,
2022,11,44,8128,
2022,11,45,2868,
2022,11,46,3340,
2022,11,47,7943,
2022,11,48,3130,
2022,11,49,1422,
2022,11,50,37609,
2022,11,51,11696,
2022,11,52,7242,
2022,11,53,7886,
2022,11,54,12711,
2022,11,55,8206,
2022,11,56,14376,
2022,11,57,4205,
2022,11,58,4291,
2022,11,59,2571,
2022,11,60,14655,
2022,11,61,9785,
2022,11,62,8154,
2022,11,63,4869,
2022,11,64,11403,
2022,11,65,3494,
2022,11,66,1482,
2022,11,67,1752,
2022,11,68,4992,
2022,11,69,1539,
2022,11,70,2251,
2022,11,71,2845,
2022,11,72,3891,
2022,11,73,7502,
2022,11,74,17814,
2022,11,75,4426,
2022,11,76,9046,
2022,11,77,4498,
2022,11,78,103,
2022,11,79,1245,
2022,11,80,1735,
2022,11,81,1527,
2022,11,82,4247,
2022,11,83,3166,
2022,11,84,1689,
2022,11,85,1520,
2022,11,86,4798,
2022,11,87,14827,
2022,11,88,8310,
2022,11,89,8822,
2022,11,90,17318,
2022,11,91,8544,
2022,11,92,4231,
2022,11,93,13038,
2022,11,94,11066,
2022,11,95,8706,
2022,11,96,1966,
2022,11,97,1175,
2022,11,98,5697,
2022,11,99,3391,
2022,11,100,2670,
2022,11,101,1955,
2022,11,102,1362,
2022,11,103,732,
2022,11,104,909,
2022,11,105,1453,
2022,11,106,1463,
2022,11,107,719,
2022,11,108,922,
2022,11,109,2395,
2022,11,110,1827,
2022,11,111,948,
2022,11,112,8176,
2022,11,113,3831,
2022,11,114,400,
2022,11,115,4108,
2022,12,1,8231,
2022,12,2,8804,
2022,12,3,11690,
2022,12,4,15150,
2022,12,5,3106,
2022,12,6,2032,
2022,12,7,2435,
2022,12,8,2921,
2022,12,9,3197,
2022,12,10,5382,
2022,12,11,902,
2022,12,12,2254,
2022,12,13,2822,
2022,12,14,4564,
2022,12,15,1546,
2022,12,16,35148,
2022,12,17,4860,
2022,12,18,4250,
2022,12,19,5987,
2022,12,20,1865,
2022,12,21,5835,
2022,12,22,895,
2020,1,1,2007,
2020,1,2,1718,
2020,1,3,2100,
2020,1,4,4914,
2020,1,5,846,
2020,1,6,1084,
2020,1,7,2107,
2020,1,8,1743,
2020,1,9,1071,
2020,1,10,2502,
2020,1,11,618,
2020,1,12,1034,
2020,1,13,782,
2020,1,14,2630,
2020,1,15,984,
2020,1,16,16632,
2020,1,17,3452,
2020,1,18,3326,
2020,1,19,2533,
2020,1,20,1293,
2020,1,21,1113,
2020,1,22,827,
2020,1,23,609,
2020,1,24,1870,
2020,1,25,1761,
2020,1,26,1642,
2020,1,27,1256,
2020,1,28,1311,
2020,1,29,2492,
2020,1,30,1596,
2020,1,31,2520,
2020,1,32,6321,
2020,1,33,5999,
2020,1,34,4732,
2020,1,35,3773,
2020,1,36,5575,
2020,1,37,2567,
2020,1,38,2189,
2020,1,39,3092,
2020,1,40,5502,
2020,1,41,2079,
2020,1,63,1075,
2020,1,64,3161,
2020,1,65,886,
2020,1,66,436,
2020,1,67,1110,
2020,1,68,1712,
2020,1,69,421,
2020,1,70,695,
2020,1,71,681,
2020,1,72,645,
2020,1,73,1214,
2020,1,74,3016,
2020,1,75,1362,
2020,1,76,2118,
2020,1,77,1992,
2020,1,78,847,
2020,1,79,541,
2020,1,80,457,
2020,1,81,639,
2020,1,82,2977,
2020,1,83,1730,
2020,1,84,335,
2020,1,85,1124,
2020,1,86,26300,
2020,1,87,32245,
2020,1,88,32266,
2020,1,89,33358,
2020,1,90,49100,
2020,1,91,19466,
2020,1,92,8149,
2020,1,93,36090,
2020,1,94,39996,
2020,1,95,38120,
2020,1,96,2650,
2020,1,97,1171,
2020,1,98,11933,
2020,1,99,7597,
2020,1,100,15846,
2020,1,101,737,
2020,1,102,596,
2020,1,103,224,
2020,1,104,168,
2020,1,105,701,
2020,1,106,561,
2020,1,107,31,
2020,1,108,164,
2020,1,109,689,
2020,1,110,525,
2020,1,111,512,
2020,1,112,3500,
2020,1,113,3369,
2020,1,114,384,
2020,1,115,562,
2020,2,1,2263,
2020,2,2,1558,
2020,2,3,2738,
2020,2,4,4402,
2020,2,5,754,
2020,2,6,1048,
2020,2,7,1979,
2020,2,8,2629,
2020,2,9,1055,
2020,2,10,2396,
2020,2,11,668,
2020,2,12,1168,
2020,2,13,614,
2020,2,14,2626,
2020,2,15,796,
2020,2,16,16014,
2020,2,17,3542,
2020,2,18,3412,
2020,2,19,2677,
2020,2,20,2449,
2020,2,21,1997,
2020,2,22,811,
2020,2,23,519,
2020,2,24,1712,
2020,2,25,1815,
2020,2,26,1810,
2020,2,27,1238,
2020,2,28,1243,
2020,2,29,2370,
2020,2,30,1492,
2020,2,31,2342,
2020,2,32,6063,
2020,2,33,7539,
2020,2,34,4146,
2020,2,35,3379,
2020,2,36,4789,
2020,2,37,2021,
2020,2,38,2037,
2020,2,39,2682,
2020,2,40,7154,
2020,2,41,1857,
2020,2,63,1019,
2020,2,64,3129,
2020,2,65,748,
2020,2,66,440,
2020,2,67,1140,
2020,2,68,1614,
2020,2,69,381,
2020,2,70,669,
2020,2,71,609,
2020,2,72,629,
2020,2,73,1302,
2020,2,74,2852,
2020,2,75,1130,
2020,2,76,2114,
2020,2,77,1874,
2020,2,78,1015,
2020,2,79,591,
2020,2,80,427,
2020,2,81,623,
2020,2,82,3071,
2020,2,83,1646,
2020,2,84,283,
2020,2,85,1064,
2020,2,86,24942,
2020,2,87,30837,
2020,2,88,31606,
2020,2,89,32324,
2020,2,90,46354,
2020,2,91,18542,
2020,2,92,7783,
2020,2,93,34862,
2020,2,94,39156,
2020,2,95,36868,
2020,2,96,2512,
2020,2,97,1147,
2020,2,98,11507,
2020,2,99,7327,
2020,2,100,15000,
2020,2,101,761,
2020,2,102,608,
2020,2,103,224,
2020,2,104,152,
2020,2,105,735,
2020,2,106,577,
2020,2,107,31,
2020,2,108,158,
2020,2,109,3031,
2020,2,110,763,
2020,2,111,576,
2020,2,112,3500,
2020,2,113,3369,
2020,2,114,372,
2020,2,115,446,
2020,3,1,1965,
2020,3,2,1066,
2020,3,3,2468,
2020,3,4,5778,
2020,3,5,1174,
2020,3,6,1032,
2020,3,7,3069,
2020,3,8,2349,
2020,3,9,805,
2020,3,10,2218,
2020,3,11,674,
2020,3,12,804,
2020,3,13,548,
2020,3,14,2604,
2020,3,15,850,
2020,3,16,15444,
2020,3,17,3424,
2020,3,18,3064,
2020,3,19,2751,
2020,3,20,2351,
2020,3,21,1899,
2020,3,22,721,
2020,3,23,453,
2020,3,24,1624,
2020,3,25,1749,
2020,3,26,1830,
2020,3,27,1214,
2020,3,28,1215,
2020,3,29,2940,
2020,3,30,1472,
2020,3,31,3214,
2020,3,32,8103,
2020,3,33,6943,
2020,3,34,6236,
2020,3,35,4551,
2020,3,36,4619,
2020,3,37,1771,
2020,3,38,1737,
2020,3,39,2424,
2020,3,40,6566,
2020,3,41,1743,
2020,3,63,1071,
2020,3,64,3045,
2020,3,65,698,
2020,3,66,420,
2020,3,67,1068,
2020,3,68,1686,
2020,3,69,329,
2020,3,70,627,
2020,3,71,649,
2020,3,72,571,
2020,3,73,1132,
2020,3,74,2930,
2020,3,75,1124,
2020,3,76,2170,
2020,3,77,1958,
2020,3,78,955,
2020,3,79,499,
2020,3,80,327,
2020,3,81,667,
2020,3,82,3245,
2020,3,83,1606,
2020,3,84,295,
2020,3,85,1052,
2020,3,86,23088,
2020,3,87,27265,
2020,3,88,27060,
2020,3,89,29268,
2020,3,90,42798,
2020,3,91,16880,
2020,3,92,7053,
2020,3,93,31048,
2020,3,94,34954,
2020,3,95,33556,
2020,3,96,2052,
2020,3,97,1365,
2020,3,98,10347,
2020,3,99,6391,
2020,3,100,13408,
2020,3,101,775,
2020,3,102,520,
2020,3,103,403,
2020,3,104,405,
2020,3,105,757,
2020,3,106,633,
2020,3,107,-31,
2020,3,108,416,
2020,3,109,2839,
2020,3,110,513,
2020,3,111,520,
2020,3,112,3144,
2020,3,113,2975,
2020,3,114,334,
2020,3,115,2292,
2020,4,1,1837,
2020,4,2,1330,
2020,4,3,2846,
2020,4,4,5068,
